0.994772	-0.023164	-0.099456	4.610000	28	3
0.972490	-0.024187	0.231685	5.550000	87	4
0.435119	-0.012234	0.900290	5.570000	144	7
0.998442	-0.033711	-0.044468	6.430000	315	11
0.998448	-0.035746	-0.042707	6.180000	352	14
0.873265	-0.031968	0.486196	2.070000	358	15
0.512379	-0.020508	0.858515	2.280000	432	21
0.949168	-0.037455	0.312534	5.570000	448	22
0.882312	-0.036017	-0.469285	5.420000	493	24
0.697240	-0.028641	-0.716265	3.880000	496	25
0.980198	-0.042952	0.193306	5.540000	560	26
0.693047	-0.031231	0.720216	5.010000	571	27
0.135171	-0.005924	-0.990805	5.290000	636	30
0.962619	-0.047354	-0.266689	4.890000	693	33
0.883455	-0.044652	-0.466383	5.410000	720	34
0.816743	-0.041844	-0.575482	5.240000	739	35
0.963482	-0.055705	0.261913	2.830000	886	39
0.752989	-0.044458	0.656529	5.710000	905	41
0.936549	-0.059751	0.345408	4.790000	1013	45
0.943971	-0.060384	-0.324457	4.440000	1038	48
0.986062	-0.064542	0.153349	6.020000	1061	50
0.987091	-0.071481	0.143323	6.120000	1227	59
0.778460	-0.058165	0.624993	4.610000	1280	63
0.621566	-0.048148	0.781881	6.110000	1337	65
0.798325	-0.063981	0.598819	4.510000	1404	68
0.719465	-0.058843	0.692032	6.100000	1438	70
0.984616	-0.083667	-0.153397	3.560000	1522	74
0.422933	-0.037061	-0.905403	4.230000	1581	77
0.985806	-0.088838	0.142461	5.380000	1635	80
0.785002	-0.072548	0.615231	5.160000	1671	82
0.346752	-0.031329	-0.937433	5.500000	1685	83
0.870924	-0.082019	-0.484524	5.180000	1737	84
0.935111	-0.089096	-0.342971	5.610000	1760	85
0.967790	-0.094996	0.233147	6.250000	1796	86
0.972523	-0.097324	-0.211488	6.390000	1835	88
0.777474	-0.081830	0.623569	7.390000	1967	90
0.469314	-0.050966	0.881559	5.380000	2011	93
0.993294	-0.110554	0.033848	5.770000	2114	97
0.219231	-0.024642	-0.975362	2.820000	2151	98
0.734714	-0.084623	-0.673078	2.400000	2261	99
0.718488	-0.082503	-0.690629	3.930000	2262	100
0.993260	-0.115903	-0.000864	6.160000	2273	101
0.944514	-0.116170	0.307242	5.010000	2411	103
0.832385	-0.101940	-0.544742	4.860000	2429	105
0.951834	-0.117762	0.283097	6.050000	2436	106
0.860696	-0.113780	0.496242	5.200000	2628	114
0.989059	-0.130384	-0.069013	5.720000	2637	117
0.394696	-0.054453	0.917197	6.180000	2729	121
0.574817	-0.080202	0.814342	4.740000	2772	123
0.652465	-0.089998	-0.752456	4.760000	2834	125
0.450343	-0.062375	-0.890674	4.360000	2884	126
0.450226	-0.062386	-0.890733	4.530000	2885	127
0.450342	-0.065296	0.890465	4.170000	2905	130
0.928456	-0.132924	0.346845	5.380000	2910	131
0.982740	-0.139846	0.121097	5.690000	2913	132
0.448886	-0.064545	-0.891255	5.070000	3003	136
0.390296	-0.059053	0.918794	6.470000	3038	137
0.317769	-0.046623	-0.947021	6.110000	3112	139
0.986257	-0.152875	-0.062664	5.200000	3196	142
0.987958	-0.154471	-0.008822	5.940000	3229	143
0.661027	-0.103767	-0.743153	5.510000	3302	147
0.581589	-0.094643	0.807958	3.690000	3360	153
0.821020	-0.133273	0.555126	4.340000	3369	154
0.952467	-0.154217	0.262724	5.890000	3379	155
0.859652	-0.146010	0.489571	4.340000	3546	163
0.845805	-0.146577	0.512960	3.270000	3627	165
0.918283	-0.159309	0.362460	5.880000	3651	166
0.916721	-0.161337	0.365503	5.360000	3690	167
0.542802	-0.096948	0.834246	2.240000	3712	168
0.759689	-0.137785	0.635521	5.300000	3817	175
0.625228	-0.116062	0.771764	4.800000	3901	179
0.682345	-0.124392	-0.720370	4.590000	3919	180
0.542774	-0.100038	-0.833900	5.720000	3980	183
0.669459	-0.128518	0.731647	4.950000	4058	184
0.769445	-0.145092	-0.622016	6.050000	4065	185
0.408090	-0.076504	-0.909731	5.380000	4089	187
0.933979	-0.179802	-0.308796	2.040000	4128	188
0.658321	-0.129268	0.741554	5.660000	4142	189
0.528248	-0.101137	-0.843045	4.360000	4150	191
0.253897	-0.051254	0.965872	5.640000	4161	192
0.652803	-0.129036	0.746457	4.480000	4180	193
0.964691	-0.188348	-0.184111	4.770000	4188	194
0.768931	-0.150157	-0.621448	5.900000	4211	195
0.955707	-0.192177	-0.222915	6.150000	4307	203
0.255731	-0.054086	0.965234	5.420000	4382	208
0.943933	-0.194404	0.266828	5.360000	4408	211
0.957723	-0.199311	0.207467	5.510000	4482	213
0.922249	-0.192777	0.335101	6.110000	4490	214
0.892258	-0.186971	0.410996	4.080000	4502	215
0.971928	-0.203904	0.117381	5.980000	4526	216
0.913710	-0.193849	0.357151	6.510000	4568	217
0.520462	-0.113206	0.846347	3.460000	4614	219
0.969959	-0.207450	0.127063	5.920000	4627	221
0.615510	-0.133171	0.776796	4.900000	4636	223
0.968971	-0.208975	0.132000	4.440000	4656	224
0.934843	-0.202882	0.291389	5.070000	4676	225
0.736069	-0.162555	0.657098	4.530000	4727	226
0.864421	-0.191183	0.465001	5.550000	4757	230
0.864419	-0.191189	0.465001	7.100000	4758	231
0.959379	-0.213254	-0.184702	5.170000	4813	235
0.254288	-0.054730	-0.965579	5.090000	4815	236
0.614166	-0.138086	-0.777002	5.240000	4919	242
0.973177	-0.229189	-0.019969	4.780000	5112	248
0.341034	-0.079374	-0.936694	6.670000	5190	252
0.500672	-0.122521	0.856923	4.830000	5234	253
0.917780	-0.222827	0.328676	5.800000	5267	254
0.960782	-0.231963	-0.151960	6.150000	5268	255
0.889940	-0.217631	0.400804	5.460000	5286	258
0.862948	-0.215058	0.457243	6.080000	5382	262
0.474230	-0.119797	0.872212	2.150000	5394	264
0.496744	-0.125389	0.858792	4.620000	5395	265
0.951571	-0.237364	-0.195373	5.350000	5437	267
0.758744	-0.191822	0.622504	3.860000	5448	269
0.339741	-0.083142	-0.936837	5.450000	5457	270
0.889192	-0.226682	0.397432	4.400000	5516	271
0.846981	-0.218397	0.484691	5.440000	5575	274
0.948326	-0.248486	-0.197314	5.620000	5722	279
0.843236	-0.220456	-0.490257	4.300000	5737	280
0.062365	-0.019286	0.997867	4.240000	5848	285
0.750391	-0.205649	-0.628189	5.590000	6055	288
0.722642	-0.203482	0.660594	5.950000	6116	290
0.818128	-0.230035	0.527020	5.500000	6118	291
0.820734	-0.229306	-0.523273	5.500000	6178	293
0.953409	-0.268639	0.137273	4.270000	6186	294
0.524778	-0.145608	-0.838694	6.120000	6192	295
0.958977	-0.270655	-0.084310	5.400000	6203	296
0.961209	-0.274787	0.023855	6.060000	6288	301
0.955525	-0.277954	0.098561	6.030000	6386	307
0.927465	-0.270723	0.257909	5.640000	6397	308
0.892633	-0.263064	0.366066	5.330000	6456	310
0.892666	-0.263127	0.365940	5.550000	6457	311
0.955525	-0.282225	0.085568	6.350000	6479	313
0.955478	-0.282379	0.085581	7.420000	6480	314
0.944782	-0.278132	-0.173292	6.090000	6482	315
0.944612	-0.280190	-0.170886	5.580000	6530	317
0.933731	-0.279069	0.224202	6.140000	6557	319
0.549391	-0.168530	0.818393	5.170000	6582	321
0.657278	-0.194960	-0.727994	3.320000	6595	322
0.688566	-0.210555	0.693933	5.040000	6658	324
0.810863	-0.247983	0.530100	6.230000	6680	327
0.894395	-0.273238	0.354117	5.560000	6695	328
0.942682	-0.287167	-0.169962	5.710000	6706	329
0.951185	-0.292497	0.098455	5.510000	6763	330
0.716568	-0.218384	-0.662449	5.210000	6767	331
0.452681	-0.136909	-0.881099	5.360000	6793	332
0.940503	-0.290180	-0.176774	3.460000	6805	334
0.647926	-0.202743	0.734226	4.260000	6811	335
0.344906	-0.109832	0.932189	5.320000	6829	336
0.775553	-0.243527	0.582419	2.070000	6860	337
0.544867	-0.167582	-0.821605	3.940000	6882	338
0.898352	-0.282474	0.336411	5.570000	6903	339
0.707534	-0.224151	0.670188	5.670000	6920	340
0.544153	-0.174444	0.820650	4.340000	6961	343
0.401826	-0.129960	0.906447	5.570000	6972	345
0.941960	-0.297900	-0.154814	6.400000	6976	346
0.952112	-0.302756	0.042673	5.970000	7014	347
0.753132	-0.241701	0.611860	5.800000	7019	348
0.812575	-0.260549	0.521379	5.150000	7034	349
0.888367	-0.286306	0.358933	4.660000	7087	351
0.823289	-0.266153	0.501356	4.510000	7106	352
0.950692	-0.307641	-0.039278	5.930000	7147	353
